gene	scaffold	length	FB	FLM	RPKM_FB	RPKM_FLM	log2ratio	pval	padj
GSTUMT00006159001 	scaffold_24	3296	285	485	1.166772872	2.308486815	0.983812608	0.758302441	1
GSTUMT00006160001 	scaffold_24	723	624	419	11.645951	9.091773096	-0.357160071	0.964123787	1
GSTUMT00006161001 	scaffold_24	1285	2095	1895	21.99933564	23.13550317	0.0726453	0.94467085	1
GSTUMT00006162001 	scaffold_24	374	1853	1985	66.85478294	83.26486297	0.316672789	0.892668588	1
GSTUMT00006163001 	scaffold_24	1140	15149	16464	179.31135	226.570503	0.337491562	0.88781085	1
GSTUMT00006164001 	scaffold_24	229	186	128	10.9598883	8.76894508	-0.321725009	0.973826704	1
GSTUMT00006165001 	scaffold_24	1935	2248	1091	15.67631579	8.845383034	-0.825518953	0.863786754	1
GSTUMT00006166001 	scaffold_24	1056	1699	583	21.70991518	8.661188675	-1.325617039	0.761548636	1
GSTUMT00006167001 	scaffold_24	2559	311	377	1.639905299	2.31123405	0.494795459	0.85780878	1
GSTUMT00006168001 	scaffold_24	318	30	60	1.272983577	2.960036001	1.216755352	0.746080972	1
GSTUMT00006169001 	scaffold_24	498	785	236	21.27007298	7.434564318	-1.516378665	0.726190318	1
GSTUMT00006171001 	scaffold_24	877	3715	843	57.15943019	15.07998273	-1.922286332	0.646071932	1
GSTUMT00006172001 	scaffold_24	1425	8067	3125	76.38812649	34.40392721	-1.150752103	0.795694071	1
GSTUMT00006173001 	scaffold_24	1208	10444	5066	116.661779	65.79170085	-0.826344903	0.863055254	1
GSTUMT00006174001 	scaffold_24	288	371	216	17.38241394	11.76614311	-0.562947345	0.921704544	1
GSTUMT00006175001 	scaffold_24	2885	14547	19738	68.03874391	107.3322392	0.657647307	0.820607295	1
GSTUMT00006178001 	scaffold_24	2232	12086	923	73.06629158	6.487544854	-3.493258856	0.400422322	1
GSTUMT00006179001 	scaffold_24	1026	4733	1649	62.24691175	25.21425599	-1.303728568	0.764890973	1
GSTUMT00006180001 	scaffold_24	1152	10787	474	126.3504711	6.455036842	-4.29064984	0.309455291	1
GSTUMT00006186001 	scaffold_24	678	375	525	7.46328867	12.14793536	0.702753206	0.814271932	1
GSTUMT00006187001 	scaffold_24	1247	904	896	9.782067223	11.27234881	0.204557379	0.916974579	1
GSTUMT00006188001 	scaffold_24	996	1681	519	22.77388069	8.174870511	-1.477999244	0.731466445	1
GSTUMT00006189001 	scaffold_24	6204	1243	6542	2.703510157	16.54289882	2.612860047	0.470474046	1
GSTUMT00006190001 	scaffold_24	2061	874	1109	5.722187797	8.441632026	0.560873888	0.841905211	1
GSTUMT00006191001 	scaffold_24	114	0	11	0	1.513772797	10.5648857	0.556510333	1
GSTUMT00006192001 	scaffold_24	4664	983	2271	2.843961036	7.63891109	1.425146955	0.669687627	1
GSTUMT00006193001 	scaffold_24	1069	20	78	0.252453244	1.144694933	2.176431408	0.58522454	1
GSTUMT00006194001 	scaffold_24	2077	1067	2538	6.931968633	19.17025916	1.467399957	0.661721143	1
GSTUMT00006195001 	scaffold_25	1710	1250	414	9.863761634	3.798193564	-1.376590974	0.752005734	1
GSTUMT00006196001 	scaffold_25	946	475	1049	6.775340708	17.39631306	1.360286187	0.683335738	1
GSTUMT00006197001 	scaffold_25	1544	30	691	0.262181851	7.021075031	4.737765504	0.244357533	1
GSTUMT00006198001 	scaffold_25	411	4	9	0.131324826	0.343537025	1.380575266	0.84879479	1
GSTUMT00006199001 	scaffold_25	1926	24	4	0.168144871	0.032581912	-2.332503138	0.722039177	1
GSTUMT00006202001 	scaffold_25	1479	1414	262	12.90059976	2.779111556	-2.214335287	0.59614998	1
GSTUMT00006203001 	scaffold_25	2301	3362	783	19.71558902	5.338484747	-1.88463755	0.653081815	1
GSTUMT00006204001 	scaffold_25	2351	1551	565	8.902005016	3.770237263	-1.23925445	0.77898666	1
GSTUMT00006205001 	scaffold_25	1047	41	31	0.528403689	0.464502307	-0.185579932	1	1
GSTUMT00006206001 	scaffold_25	501	1847	913	49.7459622	28.5894575	-0.799074724	0.869503224	1
GSTUMT00006207001 	scaffold_25	1227	909	303	9.996500372	3.874100908	-1.367333551	0.754704893	1
GSTUMT00006208001 	scaffold_25	2424	7	55	0.038966742	0.355961425	3.158896319	0.47887683	1
GSTUMT00006213001 	scaffold_25	4516	1967	712	5.87731669	2.473426009	-1.248309183	0.776783301	1
GSTUMT00006214001 	scaffold_25	334	9	6	0.363600698	0.281823787	-0.366413861	1	1
GSTUMT00006215001 	scaffold_25	2392	193	1027	1.088741556	6.735690618	2.628054021	0.472084712	1
GSTUMT00006216001 	scaffold_25	408	145	406	4.795528818	15.61128791	1.702619343	0.625917892	1
GSTUMT00006217001 	scaffold_25	1002	693	1497	9.332417923	23.43834495	1.32845485	0.688554436	1
GSTUMT00006218001 	scaffold_25	1958	1402	4833	9.661932345	38.72371102	2.002721507	0.566431369	1
GSTUMT00006219001 	scaffold_25	895	626	181	9.437999802	3.172695571	-1.572470246	0.716472683	1
GSTUMT00006221001 	scaffold_25	2301	883	233	5.178127633	1.588591246	-1.704053279	0.689889302	1
GSTUMT00006222001 	scaffold_25	1006	764	336	10.24764433	5.239793351	-0.967575957	0.83580017	1
GSTUMT00006223001 	scaffold_25	1013	614	188	8.1787624	2.911529982	-1.489786036	0.732409874	1
GSTUMT00006224001 	scaffold_25	1278	980	566	10.34722488	6.947978088	-0.574510574	0.917504299	1
GSTUMT00006225001 	scaffold_25	2046	549	718	3.620723669	5.505435484	0.604442236	0.833582304	1
GSTUMT00006226001 	scaffold_25	1033	6336	1586	82.76438896	24.08661241	-1.780736185	0.671866055	1
GSTUMT00006227001 	scaffold_25	1090	1098	1160	13.5926617	16.6956893	0.296627942	0.897253354	1
GSTUMT00006228001 	scaffold_25	1272	3426	931	36.34368112	11.48247299	-1.66218522	0.694827748	1
GSTUMT00006229001 	scaffold_25	1526	169	565	1.494379279	5.808537225	1.957911799	0.579819099	1
GSTUMT00006230001 	scaffold_25	1763	1615	7192	12.36086549	63.99856397	2.372165604	0.506602951	1
GSTUMT00006231001 	scaffold_25	966	195	230	2.723868585	3.735283525	0.455417284	0.867914915	1
GSTUMT00006232001 	scaffold_25	1719	214	246	1.679834756	2.245081407	0.418232318	0.875177169	1
GSTUMT00006233001 	scaffold_25	1197	1121	155	12.63688776	2.031469988	-2.636449404	0.52763499	1
GSTUMT00006234001 	scaffold_25	3768	5329	1674	19.08374005	6.969753559	-1.453033007	0.735076348	1
GSTUMT00006237001 	scaffold_25	1585	23262	22465	198.0370511	222.3565971	0.16710404	0.924119877	1
GSTUMT00006238001 	scaffold_25	2541	2355	1099	12.50589887	6.785250569	-0.882037508	0.851910062	1
GSTUMT00006239001 	scaffold_25	966	14	4	0.195559796	0.064961453	-1.575273189	0.853226702	1
GSTUMT00006240001 	scaffold_25	1468	108	73	0.992719073	0.780134829	-0.347266467	0.970767607	1
GSTUMT00006241001 	scaffold_25	1735	2320	1028	18.04334993	9.29536608	-0.956808382	0.836346135	1
GSTUMT00006243001 	scaffold_25	4020	551	731	1.849499472	2.852753104	0.6249458	0.829300711	1
GSTUMT00006244001 	scaffold_25	1419	967	975	9.195444862	10.77941229	0.229264193	0.91166093	1
GSTUMT00006245001 	scaffold_25	1874	4243	2080	30.55146999	17.41271979	-0.811064605	0.86649444	1
GSTUMT00006246001 	scaffold_25	2689	2461	7553	12.34950293	44.06578846	1.835121967	0.594773418	1
GSTUMT00006247001 	scaffold_25	1077	12212	2324	153.0029338	33.85269771	-2.176183418	0.599751801	1
GSTUMT00006249001 	scaffold_25	2719	5083	717	25.2254875	4.136974185	-2.607942792	0.528124017	1
GSTUMT00006250001 	scaffold_25	3771	2911	1833	10.41632061	7.625683837	-0.449856458	0.943410309	1
GSTUMT00006251001 	scaffold_25	1286	1820	1673	19.09673341	20.40928711	0.095895053	0.939741391	1
GSTUMT00006255001 	scaffold_25	1329	638	392	6.477752696	4.62736704	-0.485212811	0.936940247	1
GSTUMT00006256001 	scaffold_25	1652	2365	1212	19.31744872	11.50973805	-0.74699891	0.880281328	1
GSTUMT00006257001 	scaffold_25	1438	4219	2323	39.58943514	25.34330128	-0.643490533	0.901967994	1
GSTUMT00006258001 	scaffold_25	3006	2531	4947	11.3613996	25.81819026	1.184176209	0.715008589	1
GSTUMT00006259001 	scaffold_25	150	257	381	23.11907907	39.84800465	0.785397357	0.798819041	1
GSTUMT00006260001 	scaffold_25	737	521	612	9.538913299	13.02737147	0.4496087	0.865970962	1
GSTUMT00006261001 	scaffold_25	1080	1234	461	15.41771702	6.696533298	-1.202980971	0.786741281	1
GSTUMT00006262001 	scaffold_25	120	0	0	0	0	0	NA	NA
GSTUMT00006263001 	scaffold_25	696	1662	640	32.22184809	14.42592258	-1.159320425	0.795087664	1
GSTUMT00006264001 	scaffold_25	2151	34	54	0.213288369	0.393845794	0.881735779	0.806047955	1
GSTUMT00006265001 	scaffold_25	2279	704	1101	4.168281107	7.579068924	0.86241232	0.780230381	1
GSTUMT00006266001 	scaffold_25	2762	58	475	0.283356373	2.698005298	3.246655764	0.395314676	1
GSTUMT00006270001 	scaffold_25	1592	704	307	5.967030555	3.025298102	-0.979700817	0.833506658	1
GSTUMT00006271001 	scaffold_25	390	148	321	5.120658039	12.91258782	1.334207048	0.694070908	1
GSTUMT00006274001 	scaffold_25	2512	1428	226	7.670739573	1.411437549	-2.441366667	0.557842038	1
GSTUMT00006275001 	scaffold_25	540	665	534	16.61715043	15.51387758	-0.099107509	0.982027932	1
GSTUMT00006276001 	scaffold_25	815	581	396	9.619382401	7.622728294	-0.335597538	0.968776494	1
GSTUMT00006277001 	scaffold_25	1182	2146	1433	24.49857971	19.01960865	-0.365193587	0.96165339	1
GSTUMT00006278001 	scaffold_25	2660	6420	6761	32.5673227	39.8751346	0.292056147	0.897547046	1
GSTUMT00006279001 	scaffold_25	749	417	252	7.512472639	5.278269804	-0.50914146	0.932658965	1
GSTUMT00006280001 	scaffold_25	1894	5892	620	41.97700311	5.135521806	-3.030769865	0.463820696	1
GSTUMT00006281001 	scaffold_25	1830	1	4	0.007373566	0.034291127	2.075391457	0.890378135	1
GSTUMT00006282001 	scaffold_25	1013	1472	374	19.60771703	5.792086241	-1.759091097	0.677941927	1
GSTUMT00006283001 	scaffold_25	1419	1495	358	14.21632892	3.957979076	-1.844450097	0.662017831	1
GSTUMT00006284001 	scaffold_25	940	8	295	0.114839369	4.923421583	5.409756717	0.209698969	1
GSTUMT00006287001 	scaffold_25	2169	1903	748	11.83880595	5.41021979	-1.12961969	0.800939322	1
GSTUMT00006288001 	scaffold_25	1197	4692	1787	52.8923081	23.42088302	-1.175228142	0.790908882	1
GSTUMT00006290001 	scaffold_25	1706	2682	261	21.21330874	2.400127667	-3.143253651	0.449203951	1
GSTUMT00006294001 	scaffold_25	2108	2457	850	15.72762755	6.32588339	-1.313825878	0.76338963	1
GSTUMT00006295001 	scaffold_25	1335	976	585	9.865002916	6.874600466	-0.52098	0.928859907	1
GSTUMT00006297001 	scaffold_25	1138	575	2636	6.817956855	36.33925393	2.413945539	0.501251167	1
GSTUMT00006298001 	scaffold_25	2693	2143	2181	10.73777955	12.70551212	0.24273803	0.908314764	1
GSTUMT00006301001 	scaffold_25	2299	807	279	4.736562033	1.903873526	-1.314449621	0.765504739	1
GSTUMT00006302001 	scaffold_25	2611	3630	1251	18.7598093	7.51663221	-1.319371823	0.761914959	1
GSTUMT00006304001 	scaffold_25	2010	1538	266	10.32497346	2.076148634	-2.313601436	0.578905641	1
GSTUMT00006305001 	scaffold_25	1632	2520	768	20.8357459	7.382678027	-1.496718438	0.727168037	1
GSTUMT00006306001 	scaffold_25	491	535	128	14.70283068	4.089793123	-1.845739574	0.6666192	1
GSTUMT00006307001 	scaffold_25	1033	961	847	12.55312149	12.86340524	0.035223683	0.953052957	1
GSTUMT00006311001 	scaffold_25	2878	9421	2939	44.17076086	16.02070632	-1.463096541	0.732849105	1
GSTUMT00006312001 	scaffold_25	1233	909	2256	9.947855601	28.70442698	1.528721025	0.650566595	1
GSTUMT00006313001 	scaffold_25	230	37	81	2.170713734	5.524971545	1.347394187	0.71469545	1
GSTUMT00006315001 	scaffold_25	1798	4612	4367	34.61212609	38.1036314	0.138647115	0.930345502	1
GSTUMT00006317001 	scaffold_25	1947	6462	686	44.78469988	5.527528964	-3.018070589	0.465555457	1
GSTUMT00006318001 	scaffold_25	1038	5881	423	76.45088054	6.393164462	-3.579724232	0.390177829	1
GSTUMT00006319001 	scaffold_25	1659	1046	254	8.507735206	2.401929153	-1.824150583	0.666892984	1
GSTUMT00006320001 	scaffold_25	2993	10564	4023	47.62668365	21.08706703	-1.175373525	0.790586804	1
GSTUMT00006321001 	scaffold_25	2042	104767	60056	692.3049492	461.3956842	-0.58540211	0.914089603	1
GSTUMT00006322001 	scaffold_25	6640	4266	11392	8.669248216	26.91564302	1.634353291	0.630191215	1
GSTUMT00006323001 	scaffold_25	3128	3345	1197	14.42972464	6.003441303	-1.265041829	0.77289551	1
GSTUMT00006325001 	scaffold_25	1494	452	400	4.082408911	4.200318824	0.041068225	0.952549206	1
GSTUMT00006339001 	scaffold_26	1063	200	54	2.538781922	0.79695419	-1.670326796	0.709591167	1
GSTUMT00006340001 	scaffold_26	1309	8108	3821	83.58007557	45.79417653	-0.867980673	0.854345768	1
GSTUMT00006341001 	scaffold_26	2301	536	206	3.143234894	1.404505566	-1.161619833	0.79752405	1
GSTUMT00006342001 	scaffold_26	662	546	1977	11.12918391	46.85128886	2.073642098	0.555826519	1
GSTUMT00006343001 	scaffold_26	3107	1897	1837	8.238625156	9.275573387	0.171013289	0.923660699	1
GSTUMT00006345001 	scaffold_26	5490	1079	239	2.652025931	0.682964955	-1.955644466	0.642575756	1
GSTUMT00006346001 	scaffold_26	1855	3024	969	21.99715621	8.195071101	-1.424378203	0.741181081	1
GSTUMT00006347001 	scaffold_26	2574	1566	1631	8.209408773	9.940730072	0.276042882	0.901377673	1
GSTUMT00006350001 	scaffold_26	1549	12137	836	105.7276551	8.46696418	-3.642207459	0.381803802	1
GSTUMT00006352001 	scaffold_26	1866	1283	1002	9.27777173	8.424205353	-0.139221992	0.990293288	1
GSTUMT00006353001 	scaffold_26	3343	1443	765	5.82449961	3.590028707	-0.697984598	0.890981774	1
GSTUMT00006354001 	scaffold_26	1171	46	66	0.530065578	0.884219123	0.737144596	0.827188223	1
GSTUMT00006357001 	scaffold_26	1696	1417	436	11.2738608	4.033049052	-1.482809091	0.730857257	1
GSTUMT00006358001 	scaffold_26	2878	3391	978	15.89884832	5.331150316	-1.576223647	0.711351159	1
GSTUMT00006361001 	scaffold_26	750	261	149	4.695781818	3.116720574	-0.591180945	0.917014674	1
GSTUMT00006363001 	scaffold_26	949	359	328	5.104543418	5.422261944	0.087096329	0.943160888	1
GSTUMT00006364001 	scaffold_26	2043	3045	2723	20.11164509	20.90990875	0.056152932	0.948106498	1
GSTUMT00006365001 	scaffold_26	905	261	166	3.891531894	2.877612899	-0.435335064	0.94927123	1
GSTUMT00006366001 	scaffold_26	1780	5555	57	42.11072582	0.502374649	-6.386445628	0.154734224	1
GSTUMT00006369001 	scaffold_26	889	889	477	13.49362591	8.417623189	-0.68072877	0.895206776	1
GSTUMT00006371001 	scaffold_26	2787	8671	38511	41.98178339	216.7807378	2.368373502	0.506694612	1
GSTUMT00006373001 	scaffold_26	2185	2497	726	15.42040454	5.212643719	-1.564570265	0.713968214	1
GSTUMT00006374001 	scaffold_26	631	245	61	5.239204991	1.516607986	-1.787824074	0.685432702	1
GSTUMT00006375001 	scaffold_26	2184	633	4610	3.910927291	33.1147251	3.081564987	0.406468514	1
GSTUMT00006376001 	scaffold_26	1402	3452	2561	33.22396338	28.65724441	-0.213317376	0.994185046	1
GSTUMT00006377001 	scaffold_26	696	26	67	0.504072232	1.51021377	1.581146119	0.682354981	1
GSTUMT00006378001 	scaffold_26	1252	365	366	3.933844616	4.586164405	0.221295949	0.914747789	1
GSTUMT00006380001 	scaffold_26	2365	1368	639	7.805192495	4.238796586	-0.880623989	0.852729342	1
GSTUMT00006381001 	scaffold_26	2022	300	1077	2.002021649	8.356172848	2.060836961	0.559545414	1
GSTUMT00006382001 	scaffold_26	1481	1514	1171	13.79429415	12.40436964	-0.153211495	0.993245847	1
GSTUMT00006383001 	scaffold_26	1581	4375	1969	37.34004641	19.53829709	-0.934383788	0.840636143	1
GSTUMT00006384001 	scaffold_26	3059	129	232	0.569034895	1.18982029	1.062833567	0.747648872	1
GSTUMT00006385001 	scaffold_26	2284	1137	384	6.717273496	2.637594251	-1.34832101	0.757810886	1
GSTUMT00006387001 	scaffold_26	1524	450	135	3.984338361	1.389701942	-1.518888965	0.728644179	1
GSTUMT00006388001 	scaffold_26	996	240	73	3.251476124	1.149837278	-1.498854608	0.738413428	1
GSTUMT00006389001 	scaffold_26	1313	1271	21168	13.06199432	252.9227898	4.275145206	0.275074739	1
GSTUMT00006393001 	scaffold_26	712	258	1115	4.889544222	24.56788308	2.32876535	0.516642287	1
GSTUMT00006394001 	scaffold_26	4449	3980	11650	12.07116906	41.08056258	1.766806142	0.606558605	1
GSTUMT00006395001 	scaffold_26	3414	3763	3368	14.87302704	15.47680921	0.057405981	0.947795618	1
GSTUMT00006396001 	scaffold_26	711	103	111	1.954772812	2.449211223	0.325167331	0.898884642	1
GSTUMT00006397001 	scaffold_26	747	2	34	0.036127512	0.7140542	4.267492036	0.428815246	1
GSTUMT00006398001 	scaffold_26	363	6	212	0.223035139	9.162249176	5.354062315	0.222162188	1
GSTUMT00006399001 	scaffold_26	2209	2915	5002	17.80621075	35.52391599	0.996369682	0.751979375	1
GSTUMT00006400001 	scaffold_26	796	329	98	5.577139354	1.931460677	-1.529344919	0.729287342	1
GSTUMT00006401001 	scaffold_26	1861	1120	1097	8.120828063	9.247686897	0.187444064	0.920445307	1
GSTUMT00006402001 	scaffold_26	1072	1834	2336	23.08517717	34.18620683	0.566427259	0.840106757	1
GSTUMT00006403001 	scaffold_26	1311	949	1244	9.767697172	14.88642972	0.607856626	0.832041136	1
GSTUMT00006404001 	scaffold_26	3336	98	341	0.396395486	1.603619024	2.013583419	0.574677876	1
GSTUMT00006405001 	scaffold_26	108	0	3	0	0.435783078	8.770773154	0.87519744	1
GSTUMT00006406001 	scaffold_26	544	1418	1078	35.17272343	31.08799575	-0.178094049	0.998604262	1
GSTUMT00006407001 	scaffold_26	667	416	217	8.415814663	5.103954131	-0.721376352	0.888405877	1
GSTUMT00006408001 	scaffold_26	1360	1618	1060	16.05344613	12.22756048	-0.39271831	0.955862862	1
GSTUMT00006410001 	scaffold_26	2417	1753	1499	9.786647178	9.729664054	-0.008423834	0.9621145	1
GSTUMT00006412001 	scaffold_26	1215	10148	354	112.7023175	4.570880284	-4.623598546	0.277407102	1
GSTUMT00006413001 	scaffold_26	2654	53827	1550	273.6704605	9.162281745	-4.900436804	0.252418792	1
GSTUMT00006414001 	scaffold_26	1849	789	36	5.757961518	0.30544882	-4.232090625	0.324745416	1
GSTUMT00006415001 	scaffold_26	2396	2884	247	16.24191032	1.617271757	-3.327284345	0.423899914	1
GSTUMT00006416001 	scaffold_26	1421	976	1592	9.267965442	17.57607302	0.923214623	0.767487292	1
GSTUMT00006417001 	scaffold_26	2501	7810	5686	42.13723246	35.66695439	-0.240501323	0.988262747	1
GSTUMT00006418001 	scaffold_26	547	1225	775	30.21881489	22.22732701	-0.443095454	0.945256641	1
GSTUMT00006420001 	scaffold_26	600	11	2	0.247383142	0.052293969	-2.220523064	0.824603736	1
GSTUMT00006425001 	scaffold_26	981	988	381	13.58991071	6.092967072	-1.157188523	0.796485821	1
GSTUMT00006426001 	scaffold_26	2337	518	354	2.990884991	2.376388338	-0.331677137	0.969717915	1
GSTUMT00006427001 	scaffold_26	1232	1103	1716	12.08073814	21.85140862	0.854964283	0.781134789	1
GSTUMT00006428001 	scaffold_26	1011	56	85	0.747421416	1.318987358	0.818601366	0.807304779	1
GSTUMT00006429001 	scaffold_26	3438	24904	6071	97.74440366	27.70302687	-1.818933171	0.664237993	1
GSTUMT00006430001 	scaffold_26	894	3142	48	47.42390674	0.842318969	-5.81342272	0.188744938	1
GSTUMT00006433001 	scaffold_27	1190	183	411	2.075070204	5.418358338	1.384266814	0.682929747	1
GSTUMT00006434001 	scaffold_27	2280	506	635	2.994638032	4.369298755	0.544868595	0.846118669	1
GSTUMT00006435001 	scaffold_27	372	97	123	3.51849923	5.18722438	0.559870704	0.851579734	1
GSTUMT00006436001 	scaffold_27	1673	2114	2542	17.05052312	23.83704784	0.483365481	0.857411997	1
GSTUMT00006437001 	scaffold_27	2065	855	22	5.586949229	0.16713811	-5.054600244	0.2496151	1
GSTUMT00006438001 	scaffold_27	1222	978	15	10.79931763	0.1925719	-5.802060392	0.196022516	1
GSTUMT00006439001 	scaffold_27	1053	16371	15756	209.7855174	234.741818	0.162159057	0.925192641	1
GSTUMT00006440001 	scaffold_27	2043	669	1014	4.41861759	7.786502926	0.817239255	0.789491427	1
GSTUMT00006441001 	scaffold_27	2580	189	418	0.98848655	2.541730138	1.361626355	0.686917291	1
GSTUMT00006442001 	scaffold_27	5388	13516	2555	33.84926649	7.439370362	-2.18572085	0.598024792	1
GSTUMT00006443001 	scaffold_27	1859	1354	574	9.8280632	4.84401373	-1.020553167	0.823763895	1
GSTUMT00006444001 	scaffold_27	924	3514	650	51.31666825	11.03606496	-2.217099046	0.593624168	1
GSTUMT00006445001 	scaffold_27	1356	702	293	6.985638195	3.389852438	-1.042950429	0.820589515	1
GSTUMT00006448001 	scaffold_27	1215	493	221	5.475191421	2.853572155	-0.939898347	0.842802466	1
GSTUMT00006449001 	scaffold_27	869	541	818	8.400519701	14.76747995	0.813799127	0.790628409	1
GSTUMT00006450001 	scaffold_27	3711	285	5290	1.036293017	22.36338706	4.430307826	0.262065377	1
GSTUMT00006452001 	scaffold_27	1738	2113	865	16.40508145	7.807989096	-1.071022993	0.812830991	1
GSTUMT00006454001 	scaffold_27	4055	6869	328	22.8576366	1.268983128	-4.169858121	0.32226984	1
GSTUMT00006455001 	scaffold_27	849	1	27	0.015893552	0.498917729	4.887146061	0.422342996	1
GSTUMT00006456001 	scaffold_27	1296	1148	1189	11.95268715	14.39294666	0.268006526	0.90329102	1
GSTUMT00006457001 	scaffold_27	595	1330	466	30.16222263	12.28688557	-1.295553887	0.768008062	1
GSTUMT00006458001 	scaffold_27	777	706	822	12.26061763	16.59677329	0.436840386	0.868145591	1
GSTUMT00006459001 	scaffold_27	2275	989	11560	5.866020233	79.71669702	3.76420016	0.325621769	1
GSTUMT00006466001 	scaffold_27	2292	1296	180	7.629903659	1.23205687	-2.629614573	0.527945347	1
GSTUMT00006467001 	scaffold_27	561	160	30	3.848449459	0.838940685	-2.196292773	0.624810601	1
GSTUMT00006468001 	scaffold_27	1224	5	24	0.055121021	0.307611584	2.45917906	0.635419833	1
GSTUMT00006469001 	scaffold_27	1772	5	22	0.038074565	0.194774378	2.324890238	0.658390239	1
GSTUMT00006471001 	scaffold_27	2471	1663	1525	9.081303074	9.682108855	0.092412133	0.940522392	1
GSTUMT00006472001 	scaffold_27	1452	5804	4320	53.93733114	46.67560901	-0.20861113	0.995150317	1
GSTUMT00006473001 	scaffold_27	1722	1241	624	9.724500441	5.684919317	-0.774378861	0.875075819	1
GSTUMT00006474001 	scaffold_27	819	3045	2163	50.16860917	41.43291418	-0.276001584	0.980722598	1
GSTUMT00006475001 	scaffold_27	947	7020	4941	100.0266673	81.85359111	-0.289263857	0.977770838	1
GSTUMT00006476001 	scaffold_27	255	630	220	33.33719344	13.53490972	-1.300384077	0.769312016	1
GSTUMT00006477001 	scaffold_27	743	32	95	0.581152126	2.005892499	1.785495233	0.637438404	1
GSTUMT00006478001 	scaffold_27	4047	910	2395	3.034148649	9.284214723	1.613168098	0.635065194	1
GSTUMT00006479001 	scaffold_27	484	734	516	20.46347401	16.72542656	-0.290992326	0.978061613	1
GSTUMT00006480001 	scaffold_27	2213	2330	5548	14.20702593	39.33035815	1.468973885	0.660797819	1
GSTUMT00006482001 	scaffold_27	741	483	518	8.795440374	10.96691341	0.31829735	0.893714183	1
GSTUMT00006483001 	scaffold_27	2802	1614	28273	7.772559681	158.2984364	4.347936917	0.268443345	1
GSTUMT00006484001 	scaffold_27	1318	3439	55613	35.20833044	661.9630921	4.232723263	0.278787712	1
GSTUMT00006485001 	scaffold_27	1670	14249	760	115.1321411	7.139535936	-4.011127003	0.338820087	1
GSTUMT00006486001 	scaffold_27	1194	887	407	10.02415929	5.34764963	-0.906378553	0.848087596	1
GSTUMT00006487001 	scaffold_27	2638	2792	620	14.28135085	3.68714113	-1.953267697	0.64076565	1
GSTUMT00006488001 	scaffold_27	1734	1148	207	8.93349628	1.872811705	-2.253410406	0.590236441	1
GSTUMT00006489001 	scaffold_27	219	375	200	23.10552383	14.32711489	-0.689451424	0.895378648	1
GSTUMT00006490001 	scaffold_27	2291	1266	713	7.456538808	4.882444367	-0.610800519	0.909552013	1
GSTUMT00006491001 	scaffold_27	2560	1666	1042	8.78139874	6.385583914	-0.459570575	0.94154883	1
GSTUMT00006494001 	scaffold_27	2932	700	395	3.221534154	2.113518202	-0.60786667	0.9108775	1
GSTUMT00006497001 	scaffold_27	1618	151	727	1.259293889	7.04902022	2.483867199	0.495097344	1
GSTUMT00006502001 	scaffold_27	117	0	0	0	0	0	NA	NA
GSTUMT00006503001 	scaffold_27	4746	1874	1797	5.328077321	5.940092474	0.156842479	0.926690737	1
GSTUMT00006508001 	scaffold_27	1870	2739	1082	19.76419325	9.07733821	-1.12246192	0.802040726	1
GSTUMT00006509001 	scaffold_27	502	355	655	9.542305179	20.46965135	1.100996095	0.734349884	1
GSTUMT00006510001 	scaffold_27	2173	1143	1626	7.09765965	11.73906961	0.725822412	0.807460497	1
GSTUMT00006511001 	scaffold_27	3484	776	1047	3.005468918	4.714562507	0.649359833	0.823680893	1
GSTUMT00006512001 	scaffold_27	620	192	3083	4.178671251	78.01079396	4.222230872	0.281608812	1
GSTUMT00006513001 	scaffold_27	906	356	6320	5.302131154	109.4363862	4.367117439	0.267497138	1
GSTUMT00006514001 	scaffold_27	1621	5185	6536	43.16128955	63.25602413	0.551454292	0.842849844	1
GSTUMT00006515001 	scaffold_27	838	1117	681	17.98613383	12.74899515	-0.496468619	0.933952589	1
GSTUMT00006518001 	scaffold_27	1860	128	7	0.928593611	0.059041578	-3.952566347	0.401459367	1
GSTUMT00006519001 	scaffold_27	273	155	110	7.661216179	6.321249043	-0.277323864	0.983504943	1
GSTUMT00006520001 	scaffold_27	2504	6609	6694	35.61476584	41.93959635	0.235831362	0.909520851	1
GSTUMT00006522001 	scaffold_27	3393	950	691	3.77805618	3.194971956	-0.241771217	0.98840221	1
GSTUMT00006523001 	scaffold_27	2003	1034	514	6.965755964	4.025826298	-0.790843787	0.871862194	1
GSTUMT00006526001 	scaffold_27	3925	3723	1598	12.79917689	6.387192079	-1.00268415	0.82649673	1
GSTUMT00006527001 	scaffold_27	1454	150	122	1.392052192	1.316340632	-0.080620872	0.980558345	1
GSTUMT00006528001 	scaffold_27	1076	1276	1452	16.00173482	21.17030953	0.40379203	0.874472088	1
GSTUMT00006532001 	scaffold_27	1066	967	114	12.24046553	1.67772397	-2.866339351	0.493383721	1
GSTUMT00006533001 	scaffold_27	1981	967	92	6.58674218	0.728578271	-3.174649428	0.449203291	1
GSTUMT00006535001 	scaffold_27	2450	10947	14128	60.29172363	90.46643254	0.585414626	0.835648046	1
GSTUMT00006536001 	scaffold_27	3536	3590	1337	13.69969373	5.931875314	-1.207445577	0.784496341	1
GSTUMT00006537001 	scaffold_27	2460	632	41	3.466655113	0.261469847	-3.723736821	0.382836656	1
